first_name,second_name,last_name,full_name,album_numer,id_numer,transfer,transfer_date,amount_paid_is_correct,student_id_release_date
Valry,,Lapping,Valry  Lapping,724504,61918064712,17.18 zł,2/10/2023,false,
Florance,Loella,Francillo,Florance Loella Francillo,580875,79370980058,20.88 zł,10/10/2023,false,
Mattie,Sawyer,Wrathall,Mattie Sawyer Wrathall,206092,12797055563,22.00 zł,2/10/2023,true,1/11/2023
Anjela,Dannye,Gamett,Anjela Dannye Gamett,570706,91408615916,34.22 zł,7/10/2023,false,
Appolonia,Rebecca,Spehr,Appolonia Rebecca Spehr,434742,85249176426,0.00 zł,,false,
Elvis,Lia,Andretti,Elvis Lia Andretti,228425,25177101497,22.00 zł,20/10/2023,true,31/10/2023
Gabbey,,Shimoni,Gabbey  Shimoni,872784,17675154565,22.78 zł,9/11/2023,false,
Gabriello,Gerladina,Ellett,Gabriello Gerladina Ellett,140426,62071729620,22.00 zł,14/10/2023,true,8/11/2023
Guthry,Kailey,Stoffels,Guthry Kailey Stoffels,163482,17406043688,0.00 zł,,false,
Isidor,,Peek,Isidor  Peek,853490,74999389710,0.00 zł,,false,
Clyve,Neddie,McAllaster,Clyve Neddie McAllaster,352333,67692935807,22.00 zł,23/10/2023,true,20/11/2023
Brennan,,Laurencot,Brennan  Laurencot,896604,44936147480,22.00 zł,4/10/2023,true,26/10/2023
Alisander,,Misselbrook,Alisander  Misselbrook,231409,40790927451,22.00 zł,13/10/2023,true,21/10/2023
Dieter,Dolli,Fontenot,Dieter Dolli Fontenot,317035,20433102821,0.00 zł,,false,
Urban,,Barfoot,Urban  Barfoot,954785,05710199197,22.00 zł,1/11/2023,true,9/11/2023
Marylynne,,Olenin,Marylynne  Olenin,444868,83450006544,22.00 zł,7/10/2023,true,27/10/2023
Andras,Gabi,Wenban,Andras Gabi Wenban,087929,15135256221,10.23 zł,14/11/2023,false,
Ira,,Casewell,Ira  Casewell,145077,82039572161,18.44 zł,7/11/2023,false,
Lonny,Miles,Bocking,Lonny Miles Bocking,720701,10242521961,22.82 zł,5/11/2023,false,
Koralle,Corie,Luscombe,Koralle Corie Luscombe,591865,41401851749,22.00 zł,21/10/2023,true,20/11/2023
Maegan,,Hendriksen,Maegan  Hendriksen,329543,34620514375,20.30 zł,6/11/2023,false,
Marguerite,Jerrold,Karys,Marguerite Jerrold Karys,768778,30301249081,25.93 zł,22/10/2023,false,
Con,Dani,Hertwell,Con Dani Hertwell,952483,50758056717,21.48 zł,13/11/2023,false,
Lodovico,Smitty,Tapscott,Lodovico Smitty Tapscott,666393,85770735971,0.00 zł,,false,
Karoly,Ransom,GiacobbiniJacob,Karoly Ransom GiacobbiniJacob,733349,35506496391,22.00 zł,11/11/2023,true,5/12/2023
Gilli,,Mapp,Gilli  Mapp,561828,59984467797,0.00 zł,,false,
Tyrone,Lyda,Layman,Tyrone Lyda Layman,032389,12945216129,22.00 zł,1/10/2023,true,16/10/2023
Mureil,,Rowena,Mureil  Rowena,195637,68268514614,26.87 zł,12/10/2023,false,
Lanny,Micki,Laux,Lanny Micki Laux,517300,04900885378,22.00 zł,17/11/2023,true,26/11/2023
Berty,Hasheem,Bail,Berty Hasheem Bail,417030,30500621655,30.11 zł,16/11/2023,false,
Allsun,Rose,Sawter,Allsun Rose Sawter,511334,94132689773,19.32 zł,1/11/2023,false,
Vicky,Ellswerth,O'Harney,Vicky Ellswerth O'Harney,431277,89978808094,22.00 zł,17/10/2023,true,27/10/2023
Lucina,,Fyldes,Lucina  Fyldes,594549,51494583455,22.00 zł,3/10/2023,true,6/10/2023
Ned,,Sreenan,Ned  Sreenan,041675,69993492444,22.00 zł,7/11/2023,true,21/11/2023
Chaunce,,Lorne,Chaunce  Lorne,532773,49594372731,0.00 zł,,false,
Lian,Ravid,Thursby,Lian Ravid Thursby,579962,82411279675,0.00 zł,,false,
Karia,Allianora,Lindsley,Karia Allianora Lindsley,225598,96779364651,22.00 zł,22/10/2023,true,25/10/2023
Rhianon,Cissiee,Whipple,Rhianon Cissiee Whipple,935014,19736050074,14.42 zł,24/10/2023,false,
Kelwin,Homere,Gipson,Kelwin Homere Gipson,357425,17167647153,0.00 zł,,false,
Otes,Zebedee,Marzelo,Otes Zebedee Marzelo,649099,49965982933,12.47 zł,21/10/2023,false,
Jeno,Erroll,Tierney,Jeno Erroll Tierney,244280,93002354871,22.00 zł,11/10/2023,true,3/11/2023
Maureen,,Tuckerman,Maureen  Tuckerman,618753,02529448948,24.80 zł,20/10/2023,false,
Juana,Valencia,Hutchence,Juana Valencia Hutchence,823360,20710765336,22.00 zł,2/10/2023,true,5/10/2023
Waverly,Ekaterina,Fomichkin,Waverly Ekaterina Fomichkin,293457,23551132369,22.00 zł,26/10/2023,true,15/11/2023
Jobye,Maurizio,Cordelet,Jobye Maurizio Cordelet,686991,30134248470,0.00 zł,,false,
Godfrey,Carma,Stevens,Godfrey Carma Stevens,076247,75769725907,22.00 zł,3/10/2023,true,16/10/2023
Augustina,Koenraad,MacGille,Augustina Koenraad MacGille,497426,06278385804,22.00 zł,24/10/2023,true,27/10/2023
Shay,Jacqueline,Othen,Shay Jacqueline Othen,255917,89536631638,27.79 zł,10/10/2023,false,
Hendrika,Engelbert,Vyel,Hendrika Engelbert Vyel,181854,79903909568,0.00 zł,,false,
Reinaldos,Ardys,Dumbell,Reinaldos Ardys Dumbell,878576,84273633960,0.00 zł,,false,
Vasily,Serena,Betancourt,Vasily Serena Betancourt,320738,77202369044,0.00 zł,,false,
Timmie,Star,Asel,Timmie Star Asel,396171,07439986813,22.00 zł,10/10/2023,true,12/10/2023
Neddy,Ossie,Couch,Neddy Ossie Couch,787391,01597538951,0.00 zł,,false,
Stephani,,Kezor,Stephani  Kezor,052242,57071310739,0.00 zł,,false,
Rodi,Evvie,Wadworth,Rodi Evvie Wadworth,062095,74671828636,27.73 zł,26/10/2023,false,
Coral,Ania,Serjeant,Coral Ania Serjeant,022014,98866832965,22.00 zł,11/11/2023,true,15/11/2023
Borg,,Stanyard,Borg  Stanyard,104610,37587303174,26.53 zł,6/10/2023,false,
Barbi,,Amys,Barbi  Amys,108529,58979155663,22.00 zł,6/11/2023,true,13/11/2023
Myrlene,Alaric,Ewbanks,Myrlene Alaric Ewbanks,422147,72702131892,22.00 zł,8/10/2023,true,2/11/2023
Nils,Laurence,Barczewski,Nils Laurence Barczewski,118191,65152331015,24.00 zł,2/10/2023,false,
Lyssa,Kristoffer,Swabey,Lyssa Kristoffer Swabey,365117,47030479210,21.68 zł,23/10/2023,false,
Armand,Raphaela,Fieldgate,Armand Raphaela Fieldgate,002956,19043472165,22.00 zł,2/11/2023,true,15/11/2023
Charlotta,Anet,Walkington,Charlotta Anet Walkington,063160,89438992312,22.00 zł,4/11/2023,true,16/11/2023
Devora,,Jeskin,Devora  Jeskin,034260,44549958928,22.00 zł,29/10/2023,true,6/11/2023
Gretel,Laurent,Dade,Gretel Laurent Dade,305171,90677607847,0.00 zł,,false,
Maureene,,Merton,Maureene  Merton,747673,87282829128,0.00 zł,,false,
Philippa,Lizzy,Stoffers,Philippa Lizzy Stoffers,883424,12851510920,23.82 zł,5/10/2023,false,
Gladys,Anderson,Cowterd,Gladys Anderson Cowterd,761096,33945559386,22.00 zł,17/11/2023,true,21/11/2023
Maurise,,Imrie,Maurise  Imrie,494681,08251528716,21.98 zł,25/10/2023,false,
Rica,Willetta,Grzeskowski,Rica Willetta Grzeskowski,099903,26201087799,18.39 zł,8/10/2023,false,
Isadora,Antonia,Redmire,Isadora Antonia Redmire,010288,80856738730,0.00 zł,,false,
Teresita,,Krinks,Teresita  Krinks,984723,99990978925,0.00 zł,,false,
Donn,Jakob,Brisset,Donn Jakob Brisset,914822,40095352618,22.00 zł,12/10/2023,true,23/10/2023
Lia,,Moorhouse,Lia  Moorhouse,330898,52322113735,23.21 zł,13/10/2023,false,
Appolonia,,Biddles,Appolonia  Biddles,962515,54076702952,22.00 zł,26/10/2023,true,4/11/2023
Selby,Marci,Hugenin,Selby Marci Hugenin,112955,61575036496,22.00 zł,9/10/2023,true,8/11/2023
Shurlocke,Neill,Heams,Shurlocke Neill Heams,917168,68580599300,0.00 zł,,false,
Jan,Craggie,Aven,Jan Craggie Aven,732725,83650345122,22.14 zł,2/11/2023,false,
Kassie,Durand,Carde,Kassie Durand Carde,136446,28887629373,0.00 zł,,false,
Minta,Reggie,Pavett,Minta Reggie Pavett,446887,51640960738,25.19 zł,10/10/2023,false,
